Customer_ID,Age,Gender,Location,Purchase_Amount,Product_Category,Clicked_Ad,Browsing_History,Interest_Score,Churn_Risk
4495,32,F,MG,451.27,Livros,Sim,['http://www.small.net/'],0.69,Low
8778,57,F,PR,1006.29,Esportes,Não,['https://flores.com/'],0.74,High
7358,48,M,RJ,9097.74,Games,Não,['http://www.harper.biz/'],0.88,High
1615,22,F,DF,4528.81,Beleza,Não,['http://flynn.com/'],0.56,Medium
4312,73,F,PA,3482.13,Casa,Sim,"['http://www.massey-floyd.com/', 'https://pacheco.com/', 'https://ho-benson.com/']",0.92,Medium
3954,34,F,RS,5407.03,Beleza,Não,"['http://taylor.com/', 'http://www.wagner.info/', 'http://gibson.com/', 'http://moses.org/']",0.63,High
4775,65,F,RS,2467.15,Eletronicos,Sim,"['https://www.murphy.com/', 'http://www.liu-schultz.com/', 'http://martinez.com/', 'https://schwartz.net/', 'http://flores.org/', 'https://armstrong.com/', 'http://www.diaz-dunn.net/', 'https://www.reese.com/', 'http://lynch.net/']",0.64,Low
9055,46,M,SC,9536.63,Games,Sim,"['https://terry.org/', 'http://www.kelly.com/']",0.95,High
4196,64,M,AM,4831.04,Moda,Sim,"['https://wilson.com/', 'https://www.johnson.com/']",0.89,Low
7133,28,M,MG,7813.49,Brinquedos,Não,"['https://www.duke.com/', 'https://www.harris.com/']",0.79,High
2634,46,M,SP,381.31,Casa,Sim,['https://conrad-carson.com/'],0.72,High
6435,23,F,AM,4128.56,Brinquedos,Não,"['http://www.kennedy-lane.com/', 'http://www.griffin.com/', 'http://www.thompson.com/', 'http://www.rodriguez-morales.com/', 'https://wells.org/', 'http://briggs.com/', 'https://ward.com/', 'http://www.mullen.com/', 'http://www.barrett-wood.com/', 'http://www.walters.com/']",0.97,Low
1434,48,F,RS,7974.45,Livros,Não,"['https://www.hickman.com/', 'https://www.george-smith.com/', 'http://mcintosh.info/', 'http://www.blackburn-clark.com/', 'https://www.bond.com/', 'https://jones.com/', 'http://hess.info/', 'https://www.goodman.com/', 'http://www.martinez.com/', 'http://davis.com/']",0.95,Medium
7541,80,M,SC,9634.23,Games,Não,"['https://johnson-maldonado.com/', 'https://smith.com/', 'https://jefferson-davis.com/', 'http://johnson.net/', 'https://beltran-park.com/']",0.99,Low
8301,68,F,AM,7882.94,Beleza,Não,"['https://brown.net/', 'https://www.smith.com/', 'https://www.foster.com/', 'https://www.sloan-keith.info/', 'https://www.long-myers.com/', 'http://sanchez.info/', 'https://hernandez.org/']",0.59,Medium
6350,28,F,RJ,4606.35,Esportes,Sim,"['https://www.turner-vasquez.com/', 'http://www.salas.com/']",0.7,Medium
3126,60,M,PR,7416.11,Beleza,Não,"['https://www.benjamin.info/', 'http://www.chambers.com/', 'https://www.davies.com/', 'http://james.com/']",0.94,Medium
6218,78,F,AM,2487.82,Moda,Sim,"['https://miller.biz/', 'http://www.jones.com/', 'http://www.edwards.com/', 'http://freeman.com/', 'http://www.zimmerman-morris.org/']",0.83,Medium
8140,19,M,RJ,1774.71,Casa,Não,['http://www.kennedy.com/'],0.95,Low
3704,52,F,DF,4596.25,Livros,Sim,['http://mccarthy-allen.com/'],0.72,High
9837,51,M,SC,8974.34,Eletronicos,Sim,"['https://rogers.com/', 'https://preston.com/', 'http://www.reed.com/', 'https://wilson.com/', 'https://spencer-harmon.org/']",0.56,High
4731,80,M,SP,7560.26,Esportes,Sim,"['http://long-wagner.com/', 'https://allen.com/', 'http://www.hernandez.info/']",0.66,Medium
4497,29,M,AM,2422.34,Moda,Sim,"['https://williams-castillo.com/', 'http://myers-taylor.biz/', 'https://www.ferguson-edwards.com/', 'https://www.vang.org/', 'https://www.mclaughlin.com/', 'https://www.hughes-taylor.org/']",0.87,Medium
8801,45,F,DF,6433.79,Livros,Não,"['https://adams.info/', 'https://flowers-long.com/', 'http://hall.com/', 'http://www.powell.biz/', 'http://ross.com/', 'http://www.hall.com/', 'https://adkins.org/']",0.97,Medium
3261,42,F,DF,9129.87,Saúde,Não,"['http://mckenzie-wilkerson.info/', 'https://www.knox.com/', 'http://sanders-chung.biz/', 'https://www.parker.com/', 'http://www.kim.com/', 'http://martin.com/', 'https://www.miller.com/', 'http://mendez.org/', 'https://www.hall.net/']",0.81,Medium
1115,73,M,RJ,849.3,Saúde,Sim,['http://wells.info/'],0.94,Medium
2367,38,M,BA,5996.4,Beleza,Não,['https://www.williams.com/'],0.98,Low
8631,44,F,SP,9577.6,Moda,Não,"['http://snyder.net/', 'http://www.johnson-holmes.com/', 'http://www.armstrong.biz/', 'https://jackson.info/', 'https://graham.biz/', 'https://www.schmidt-trevino.com/', 'http://williams.info/', 'https://cole.net/', 'https://www.miller.com/']",0.99,High
3985,25,M,RJ,6798.85,Livros,Não,"['http://www.day-perry.com/', 'https://morris.net/', 'http://thomas-hunt.info/', 'https://www.vance.com/']",0.77,High
8583,18,M,AM,5164.84,Eletronicos,Sim,"['https://www.taylor.org/', 'https://kirk.com/', 'http://www.benjamin-johnson.org/', 'http://bennett.com/', 'http://www.baker-welch.org/', 'https://www.gill-carroll.com/']",0.9,Low
6223,31,F,BA,3134.72,Moda,Sim,"['http://www.young-brown.com/', 'http://www.schwartz.net/', 'https://www.hart.com/', 'http://lambert-mccullough.info/', 'https://www.vaughan-long.biz/', 'http://www.peterson-wallace.com/', 'https://taylor.com/']",0.72,High
8061,71,F,RJ,5415.56,Saúde,Sim,"['https://www.daniels.com/', 'http://aguilar.com/', 'https://www.romero-brock.com/', 'https://www.randolph.info/']",0.78,Medium
4968,71,F,BA,1655.96,Casa,Sim,"['http://santos.com/', 'http://www.jordan.net/', 'https://king.com/']",0.53,Low
8199,80,F,DF,7600.36,Moda,Não,"['https://www.williamson-martin.com/', 'https://www.thomas.com/', 'https://perez.com/', 'https://snow-simmons.com/', 'https://hoover-costa.info/', 'https://www.estrada.com/']",0.58,Medium
8813,51,F,PR,2823.97,Games,Não,"['https://www.garcia.org/', 'http://brown-carpenter.com/']",0.93,High
9011,58,F,DF,3854.46,Livros,Não,"['https://jenkins.com/', 'http://thompson-gonzalez.com/', 'https://www.burgess-lee.com/', 'http://phillips.net/', 'https://dunn.org/']",0.77,High
2411,27,M,SC,2940.29,Eletronicos,Não,"['https://massey.biz/', 'http://chavez.com/', 'http://www.davenport.com/', 'http://www.garcia.com/', 'http://higgins.com/', 'https://www.allen-frank.com/', 'http://schmidt.com/']",0.77,Medium
7985,37,M,PR,9499.76,Esportes,Sim,"['https://wagner.info/', 'https://www.flores-sanders.biz/', 'https://www.cooper-brandt.com/']",0.52,High
3060,34,M,RS,9032.07,Beleza,Sim,"['http://www.wilson-scott.com/', 'http://www.ross.com/', 'https://www.jones.com/', 'https://briggs-davis.com/', 'http://www.parker-hopkins.org/']",0.54,Low
5806,51,M,MG,2006.7,Brinquedos,Sim,"['http://www.tucker.com/', 'https://jones-taylor.com/']",0.62,High
3418,50,F,PA,6144.03,Saúde,Sim,"['http://www.williams.com/', 'https://perez-cooper.com/', 'https://www.west-woods.org/', 'http://allen.biz/', 'https://www.olson.info/', 'http://porter-hill.com/', 'https://smith.com/']",0.55,Low
1874,48,M,PR,9028.04,Esportes,Sim,"['http://cooper.com/', 'http://www.brown.com/', 'https://gomez.com/', 'http://lane.com/', 'https://www.kelly-ward.net/', 'https://spence-travis.org/', 'http://solis-rios.com/', 'http://www.turner.info/', 'http://www.madden.com/']",0.93,High
4124,25,M,MG,9558.22,Eletronicos,Sim,['http://patterson-james.com/'],0.66,High
4075,20,M,SC,4226.31,Saúde,Não,"['https://pope.net/', 'https://www.mcguire.com/', 'http://www.mitchell.com/', 'http://leon.com/', 'https://weber.biz/', 'http://www.taylor.biz/', 'https://www.ortega.net/', 'https://daniels-weber.biz/', 'https://andrews.com/', 'https://powell.com/']",0.84,High
1684,23,M,RJ,4135.24,Saúde,Não,"['http://jones-conrad.com/', 'https://booker.com/', 'http://johnson-rubio.com/', 'http://www.williams.com/', 'https://www.watts.com/', 'https://nichols-boyle.org/', 'http://www.johnson-maldonado.com/', 'https://allen.biz/', 'http://mooney.net/', 'http://wilkerson-reyes.com/']",0.92,High
3768,70,M,PA,9138.81,Eletronicos,Sim,['http://www.phillips-ortiz.org/'],0.69,Medium
9708,31,F,PA,430.61,Brinquedos,Não,"['http://www.vincent-king.info/', 'http://www.smith-brown.com/', 'http://www.mcbride.info/', 'http://www.griffin.com/', 'https://simpson-brown.org/', 'http://howard.com/', 'https://www.evans.com/', 'http://www.taylor.com/', 'https://www.brown.com/']",0.57,Low
6550,46,F,SC,3996.85,Esportes,Não,"['http://torres.com/', 'https://www.arnold-barrett.org/']",0.68,High
4133,34,F,PR,1430.13,Beleza,Não,"['https://moody.com/', 'https://www.clayton-zamora.org/']",0.96,High
1972,68,F,RJ,7483.38,Eletronicos,Não,"['http://robles-johnson.com/', 'https://www.carlson.net/']",0.6,Low
6085,57,F,MG,4680.41,Games,Sim,"['http://ramirez.org/', 'http://www.martinez.com/', 'https://lewis-gentry.com/', 'http://www.crawford.com/', 'https://frost.com/', 'http://tyler.biz/', 'https://www.moran.org/', 'http://www.powell.info/', 'http://medina.info/', 'https://www.orr.com/']",0.73,Medium
5378,65,F,RJ,7289.43,Casa,Sim,"['https://www.johnson.biz/', 'https://nelson-chang.net/', 'http://anderson.com/', 'http://www.lopez-wright.com/']",0.79,Low
8246,35,M,RS,7923.06,Beleza,Sim,"['https://www.davis-thomas.com/', 'http://www.moore.com/']",0.69,Low
3308,25,F,PA,7411.07,Moda,Sim,"['http://davis-higgins.biz/', 'http://www.richards-ellis.com/', 'http://www.randolph.net/', 'http://young.biz/', 'http://crawford.com/', 'http://lawson.info/', 'https://www.gilbert.net/', 'https://flores.com/', 'http://www.smith.com/', 'https://frazier.com/']",0.78,Medium
8114,60,M,RJ,3733.14,Eletronicos,Não,"['http://www.ferguson.com/', 'https://www.scott.com/']",0.56,Low
2704,45,F,BA,8858.49,Games,Sim,"['https://taylor.biz/', 'https://www.kemp.biz/']",0.68,Low
4463,76,M,RS,212.86,Livros,Não,"['https://www.lawson.com/', 'https://bernard.com/']",0.98,High
1537,42,M,RS,3368.8,Beleza,Sim,"['http://weaver.com/', 'http://www.davis-giles.org/']",0.84,Medium
8412,46,M,SP,3781.9,Eletronicos,Sim,"['http://mahoney.org/', 'https://www.hart.com/', 'https://www.watson-bell.com/', 'https://williams-mitchell.com/', 'https://www.brown.com/', 'http://west-smith.info/', 'https://www.bray.net/']",0.58,Medium
5506,40,F,PA,3515.9,Moda,Não,"['http://holden.info/', 'http://martinez.net/', 'https://www.roberson.com/', 'http://rodriguez-aguirre.com/']",0.93,Medium
5741,35,M,PA,2377.22,Saúde,Sim,"['https://boyer-moreno.org/', 'http://www.davidson.com/', 'https://garcia.com/', 'https://www.pollard-ortega.com/', 'http://lowery-levine.com/', 'https://www.jones-price.com/', 'https://gallagher.com/', 'https://horton.info/', 'https://www.baker.com/', 'http://www.mercer-carter.com/']",0.72,High
1041,54,F,BA,3700.74,Moda,Sim,"['https://casey.biz/', 'https://fischer.com/']",0.79,Medium
9405,19,M,SC,3136.61,Saúde,Não,"['https://cooper.biz/', 'http://www.smith.com/', 'https://www.hunt.net/', 'https://www.colon.com/', 'https://www.robbins.com/', 'https://logan.info/']",0.53,Low
8496,41,M,RJ,3168.17,Livros,Não,"['https://www.oconnell.org/', 'http://mcclure.org/']",0.56,High
7008,37,M,RS,1132.43,Eletronicos,Sim,"['https://www.morgan-roberson.com/', 'http://www.krueger-wilkins.com/', 'https://www.boyer.com/', 'http://www.graham-paul.com/']",0.51,Medium
4814,20,F,BA,9024.0,Esportes,Sim,"['http://www.dunn-craig.com/', 'https://bennett-wood.net/', 'https://www.parker.com/']",0.82,High
6239,51,M,PR,3512.41,Saúde,Sim,"['https://armstrong.biz/', 'https://www.gibson.biz/', 'http://hayes.com/', 'http://www.wall.com/', 'https://oconnor-lawrence.com/', 'https://www.james-williams.biz/', 'https://white.com/']",0.64,Low
1061,66,F,RJ,6938.79,Saúde,Não,"['https://patel-pratt.info/', 'https://jordan.com/', 'https://www.hall.com/', 'http://www.williams.com/', 'https://torres.net/', 'http://www.smith.com/', 'http://www.davis.info/']",0.92,Low
7406,54,F,MG,386.82,Esportes,Não,"['http://brock.com/', 'https://ferguson.com/', 'http://smith-hayes.biz/', 'https://chen.com/', 'http://fernandez.org/', 'http://www.walker.com/', 'http://www.estes.com/']",0.75,Low
8367,18,F,RS,1077.95,Moda,Sim,"['http://anderson.com/', 'https://maxwell.com/', 'http://barber.com/', 'https://www.hale.com/', 'https://rice.com/']",0.51,Low
8921,77,F,SP,6914.1,Saúde,Sim,"['https://murray.com/', 'http://villanueva-matthews.com/', 'https://blair.org/', 'https://www.mcdonald.com/', 'http://lamb-reed.com/', 'https://richardson-arnold.org/', 'https://gross-glenn.biz/', 'http://www.brooks-marquez.org/']",0.89,Medium
7462,80,F,SP,7296.71,Eletronicos,Não,"['http://king-wilkinson.org/', 'https://www.glenn-weeks.com/', 'https://hicks-johnson.com/', 'http://www.bryant-carr.com/', 'http://smith-esparza.com/', 'https://green-henson.biz/', 'https://alvarado.com/', 'http://www.hanson-newman.net/', 'http://carlson.com/']",0.69,Medium
5704,66,M,SC,7459.03,Saúde,Sim,['http://ali.net/'],0.89,High
1095,80,M,PR,4996.29,Saúde,Sim,"['https://davidson.com/', 'http://allen-dennis.info/', 'https://ward.org/']",0.52,High
1139,75,M,PR,1227.53,Casa,Não,"['https://www.johnson.com/', 'http://aguilar.org/', 'http://www.pratt.com/', 'http://parks.com/']",0.71,High
5469,40,M,SC,3480.38,Casa,Não,"['https://carter.org/', 'https://harris.net/']",0.91,Low
2972,68,F,PR,5809.53,Moda,Sim,"['http://garcia.com/', 'http://www.hayes.com/', 'http://harris.info/', 'https://walter-castro.net/', 'http://www.chapman.com/', 'https://www.bautista-raymond.biz/']",0.94,Low
2899,54,M,AM,1744.51,Eletronicos,Não,['http://www.kim-martin.net/'],0.74,Medium
5762,78,F,AM,869.35,Eletronicos,Sim,"['https://morales-hobbs.net/', 'http://www.richardson-hughes.com/', 'https://smith.com/', 'https://www.coleman-cole.com/', 'https://www.reed.org/', 'https://www.juarez.org/', 'https://www.valdez-hartman.net/', 'http://nunez.com/']",0.81,Medium
4568,41,F,AM,1091.84,Games,Sim,"['http://ward.biz/', 'http://www.may-black.com/', 'https://www.mora.com/', 'https://mcfarland.org/', 'https://www.johnson.com/', 'https://www.newman-williams.info/', 'http://russell.com/', 'https://best.net/']",0.81,High
3908,65,M,AM,6359.26,Saúde,Não,"['http://kennedy.org/', 'http://www.jones-horton.com/', 'https://ruiz-thomas.com/', 'http://williamson.com/', 'http://www.johnston.com/', 'http://www.herring.com/', 'https://www.schmidt.com/', 'http://www.hall.net/', 'https://lewis.org/', 'http://www.molina-ponce.org/']",0.86,Low
3826,52,M,PR,3713.48,Beleza,Sim,"['http://www.bush.com/', 'http://www.young.biz/', 'http://www.wallace-hayes.com/', 'https://jackson-reyes.info/', 'http://daniels.com/', 'https://www.lawson.biz/', 'https://brooks.com/', 'https://www.santos.com/']",0.8,Low
8013,75,M,DF,7665.47,Games,Não,"['http://www.neal-horn.com/', 'http://monroe-downs.info/']",0.61,Low
4539,28,F,SC,3426.61,Eletronicos,Sim,"['https://williams.com/', 'https://carey.com/', 'http://www.gilbert-oconnor.com/']",0.86,Medium
9766,42,M,BA,8715.66,Esportes,Sim,"['http://www.thompson.com/', 'https://porter-bartlett.com/', 'http://www.cook.net/', 'http://www.wright.com/', 'https://young.biz/', 'http://www.wright.com/', 'http://scott-mitchell.info/', 'http://www.miller.com/', 'https://garcia.org/']",0.52,Low
8536,76,M,BA,3383.7,Brinquedos,Não,"['http://george-glass.com/', 'https://riggs.com/', 'http://hatfield.com/', 'https://www.patrick.biz/', 'https://www.fleming-jensen.net/', 'https://mcmahon-snow.com/', 'https://alexander-brown.com/', 'https://www.allison.com/']",0.93,High
6682,18,M,MG,922.35,Esportes,Sim,"['https://www.sutton-fitzgerald.com/', 'http://gonzalez.com/', 'https://www.estrada-quinn.net/', 'https://chavez-farley.com/']",0.78,High
7788,61,M,AM,5379.77,Moda,Sim,"['http://little-snow.biz/', 'https://www.wilkins.com/', 'http://lowe-bean.com/', 'http://www.weber.com/', 'https://www.ellis.info/', 'http://flores-thompson.org/', 'http://edwards-eaton.com/']",0.58,High
7823,72,M,MG,4462.33,Brinquedos,Não,"['https://holt-parks.com/', 'http://www.nelson-burke.com/', 'http://wood.net/', 'http://phillips-nielsen.com/', 'https://www.alvarez-smith.com/', 'https://www.dennis-cardenas.biz/', 'https://benson.org/']",0.78,Low
5377,74,M,RJ,9236.38,Casa,Sim,['http://gordon.com/'],0.95,Low
3108,44,F,DF,7414.18,Brinquedos,Sim,"['http://www.buckley.com/', 'http://nicholson.net/']",0.82,High
2606,27,F,AM,7041.95,Moda,Sim,"['https://www.salas.com/', 'https://rhodes-dennis.com/', 'https://www.garcia.com/', 'https://www.johnson.org/', 'https://frank.com/', 'https://www.graves-ross.info/', 'http://king-baldwin.com/']",0.65,Low
1828,24,F,PA,492.0,Brinquedos,Sim,"['https://keller.org/', 'http://www.sanders.biz/', 'http://www.whitaker-leon.com/', 'http://www.shaffer.com/']",0.91,High
6615,42,F,BA,1616.21,Livros,Não,"['https://www.johnson-webb.biz/', 'https://www.shannon.biz/', 'http://jackson.com/', 'http://www.wyatt-martinez.com/', 'https://www.harper.biz/', 'http://lambert.info/', 'https://www.johnson.com/', 'https://www.jennings-thompson.org/']",0.62,High
3446,79,M,AM,7889.17,Beleza,Não,"['http://foster-parsons.biz/', 'http://gutierrez.net/', 'http://www.cochran-hancock.com/', 'http://ryan-hicks.com/', 'https://morgan.com/', 'https://smith.com/']",0.62,High
7205,29,M,PR,962.34,Moda,Sim,"['https://www.foster-mayo.com/', 'http://harris-diaz.net/', 'https://www.poole.org/', 'http://rivera.com/', 'http://tran.com/', 'https://www.moore.com/', 'http://www.harris.com/', 'https://www.reid.org/', 'http://www.dominguez.com/']",0.95,High
9709,58,F,MG,8834.62,Moda,Não,"['http://anderson.biz/', 'http://www.cantrell.net/', 'http://king.com/', 'https://www.estrada.com/', 'http://harris.com/', 'http://phillips.com/']",0.69,High
6280,43,M,BA,1758.53,Esportes,Não,"['http://www.moreno.com/', 'https://www.cain.net/', 'https://gutierrez.com/']",0.61,Low
6078,40,M,RJ,8005.3,Casa,Não,"['http://valdez.com/', 'https://www.murphy-clarke.com/', 'https://booth.com/', 'http://www.simmons.info/', 'https://parks-wilkins.org/', 'http://www.morse-hansen.com/', 'http://www.smith.net/', 'http://www.wallace.net/', 'https://www.kirby.info/']",0.51,Medium
7089,71,F,SC,895.28,Beleza,Sim,"['https://www.ross.com/', 'http://www.dunlap.info/', 'http://snow.org/', 'https://www.allen-jackson.com/', 'https://www.deleon.info/', 'http://www.jordan.org/', 'https://www.davenport-padilla.biz/', 'https://bell-harris.com/']",0.79,High
5340,59,M,SP,2297.66,Livros,Sim,"['http://kelly.net/', 'https://johnston.com/', 'http://martinez.biz/', 'http://sanders.net/', 'https://www.smith.com/', 'https://www.harmon.com/']",0.61,High
9254,22,F,BA,1673.83,Esportes,Não,"['http://arnold.com/', 'https://brooks-davis.com/', 'https://www.diaz-lee.net/', 'http://www.miller-avery.net/']",0.59,Low
2402,53,M,RJ,2901.84,Casa,Não,"['http://parker-lawrence.org/', 'https://harvey.com/', 'http://owens.com/', 'http://hopkins-snow.biz/', 'https://www.perry.net/', 'http://mcmahon.com/', 'http://wallace-martin.info/', 'http://www.mora.org/']",0.92,High
4969,74,F,AM,2263.44,Casa,Não,['http://vaughn-davis.com/'],0.91,High
3291,21,F,RS,7446.13,Saúde,Não,"['https://carney-hall.com/', 'https://roberts-villarreal.info/']",0.96,Low
1254,62,M,SC,8651.75,Moda,Não,"['https://www.chapman.com/', 'https://wilson.org/', 'http://www.owens.org/', 'https://www.arellano.com/', 'https://thompson.com/', 'http://alvarez-ward.com/']",0.59,High
2289,46,F,RJ,1115.88,Games,Não,['http://www.jones.com/'],0.94,Low
7108,60,F,SC,2716.44,Brinquedos,Não,"['http://miles.biz/', 'https://romero.info/', 'https://www.williamson.net/', 'https://ford.info/', 'https://www.brown.org/', 'http://www.ortiz-wolf.info/', 'http://jones.biz/', 'https://www.ware.com/', 'http://www.thompson.biz/', 'https://www.jones-robinson.biz/']",0.57,High
7237,69,M,BA,9288.72,Casa,Sim,['https://www.greene.com/'],0.85,Medium
1246,73,F,DF,5436.6,Brinquedos,Sim,"['https://www.peters.biz/', 'http://sullivan.com/', 'http://reynolds.com/', 'https://hernandez.biz/']",0.59,Medium
3752,21,M,PA,7306.4,Casa,Não,"['http://www.love.com/', 'http://www.zamora-flynn.info/', 'https://woods.biz/', 'https://ortiz.info/']",0.59,Low
2894,50,M,MG,4831.39,Brinquedos,Sim,"['https://jones.com/', 'http://www.medina.info/', 'https://www.johnson.net/']",0.81,Low
3688,62,M,PR,7385.79,Livros,Sim,"['http://walker-wallace.com/', 'https://mccoy-valenzuela.com/', 'https://scott.com/', 'https://johnson-dominguez.com/', 'http://www.richardson-ellis.com/']",0.79,Medium
7099,76,F,BA,8618.6,Eletronicos,Não,"['http://cook.info/', 'http://church-baldwin.org/', 'https://www.torres.biz/', 'http://www.warren-bolton.com/']",0.75,Medium
1429,71,F,DF,7479.64,Saúde,Sim,['https://haas.com/'],0.51,Medium
3758,52,M,BA,6009.46,Esportes,Sim,"['http://www.espinoza-hamilton.com/', 'http://www.baker.info/', 'https://smith.com/', 'https://turner-davidson.net/', 'https://cardenas-johnson.com/']",0.78,Medium
2724,71,M,BA,9068.46,Saúde,Sim,"['http://smith-riddle.com/', 'https://sanchez.com/', 'http://clark-hamilton.com/', 'http://james.com/', 'http://www.mendoza-manning.com/', 'http://www.hess.net/', 'https://ballard-stanley.com/', 'http://davis.org/', 'https://www.jarvis.biz/']",0.8,High
2013,28,F,RJ,2760.03,Esportes,Não,"['https://rowe-malone.com/', 'https://www.rodriguez.net/', 'https://www.merritt-walsh.com/', 'http://www.hicks.info/', 'https://www.jimenez.com/', 'http://www.lindsey.com/', 'http://santos.com/', 'http://www.caldwell.biz/', 'http://www.maxwell.com/']",0.84,High
6548,77,M,SC,3706.52,Esportes,Não,"['https://www.rodgers-gonzalez.com/', 'http://roman.com/', 'https://www.roberts-wiley.com/', 'http://nunez.com/', 'http://www.king.org/', 'http://miller.com/', 'http://salazar.com/']",0.75,High
4530,49,F,SP,6977.94,Livros,Não,"['http://www.smith-montgomery.org/', 'https://www.snyder-montgomery.com/', 'http://johnson-allen.com/', 'http://peterson.com/', 'http://www.parker-taylor.org/', 'http://www.fowler.com/', 'https://www.andrews.com/', 'https://www.walker.com/', 'https://www.davis.com/']",0.63,Medium
9975,79,M,AM,7951.72,Esportes,Sim,['https://www.simmons.com/'],0.62,Medium
6009,75,F,RJ,6814.96,Livros,Não,"['http://www.thompson.com/', 'https://www.murray.com/', 'http://www.ramirez.com/', 'https://www.west-williams.info/', 'http://www.tanner-caldwell.org/', 'https://williams.com/', 'https://www.garcia.net/', 'http://knight.com/']",0.87,Medium
2860,49,M,RJ,210.69,Casa,Sim,"['https://harmon.com/', 'http://martinez.biz/', 'http://douglas.net/', 'https://ramirez.com/', 'https://cuevas-rivera.info/', 'http://west.com/', 'http://hernandez.com/', 'https://phelps.com/']",0.78,Medium
3461,63,F,PA,4825.74,Livros,Sim,"['https://rogers-moore.com/', 'http://stewart-conley.com/', 'https://www.aguilar-rodriguez.com/', 'http://smith.com/', 'http://www.morris-taylor.com/', 'http://www.bishop.com/', 'http://www.perez.com/']",0.59,High
1833,73,M,RS,9249.54,Livros,Sim,"['https://duran.info/', 'http://www.reynolds-williamson.com/', 'http://www.black.com/', 'http://www.smith-vaughn.com/', 'https://marquez.info/']",0.61,High
8288,44,F,SP,3528.81,Eletronicos,Sim,"['https://www.cruz.com/', 'http://www.herman.net/', 'http://padilla.com/']",0.51,High
7837,24,M,SP,2977.48,Beleza,Não,"['https://lee-wilson.biz/', 'https://www.scott.com/', 'http://wilson-meyers.com/', 'http://www.crane.com/', 'https://joyce-roberts.biz/', 'https://glass.com/', 'http://riley-abbott.org/', 'https://www.hughes-woodard.com/', 'http://le-nguyen.com/']",0.96,Medium
7207,53,F,SP,8525.37,Games,Sim,"['http://black.com/', 'https://harris.com/', 'https://patel-fisher.info/', 'https://anderson.com/', 'https://lowe.com/', 'http://www.hobbs.biz/', 'https://johnson.com/', 'http://wood.info/', 'http://baker-walsh.com/', 'http://cole.com/']",0.65,Low
8272,43,F,SP,5226.05,Eletronicos,Não,"['http://garcia-garcia.net/', 'http://www.wagner.info/']",0.89,Medium
7644,66,M,SC,6191.54,Eletronicos,Sim,"['http://hernandez.org/', 'https://www.nelson-white.com/']",0.84,High
1870,51,M,PR,1996.08,Beleza,Sim,"['http://www.gomez.com/', 'http://www.miller-gonzalez.com/', 'http://www.bush.com/', 'http://www.griffin.biz/', 'http://www.garcia.net/', 'https://www.martin.com/', 'https://www.walker.com/', 'http://www.gonzalez.biz/', 'https://www.calhoun.com/']",0.88,Medium
6210,56,F,DF,1761.76,Beleza,Não,"['http://www.jones.net/', 'http://shaffer-ward.net/', 'https://peterson.com/']",0.72,Low
3217,64,M,BA,5027.0,Moda,Não,"['http://williams.com/', 'https://thornton-wilkinson.info/', 'https://williams.com/']",0.72,Low
5374,61,F,RS,2049.34,Beleza,Sim,"['https://www.henderson.net/', 'https://www.nash.biz/', 'http://gonzales-anderson.com/', 'https://www.greer.net/', 'http://downs.com/', 'http://www.smith.com/', 'http://robinson-thomas.biz/', 'https://www.guzman-taylor.net/', 'https://www.huang.com/']",0.83,High
5757,74,F,PR,4305.55,Moda,Sim,"['https://www.kim-lewis.net/', 'http://watson.com/', 'http://hamilton.com/', 'http://www.vaughan-reed.com/', 'https://long.info/']",0.99,Medium
8282,25,M,RJ,6046.65,Casa,Não,"['http://www.haas.biz/', 'http://schmidt.com/']",0.97,Medium
1218,52,M,BA,606.94,Games,Não,"['https://cabrera-greer.net/', 'http://george.com/', 'http://foster.com/', 'http://carlson.com/']",0.91,Medium
2207,58,M,BA,8560.01,Livros,Não,"['https://lewis-lambert.com/', 'https://www.hansen-cannon.info/', 'http://chang-jenkins.org/', 'https://www.stephens-scott.info/']",0.98,Low
7945,37,M,SP,2982.35,Brinquedos,Sim,"['http://martinez.biz/', 'https://black.com/', 'http://www.bishop.com/', 'https://larson.com/', 'https://dunn-matthews.com/']",0.7,Medium
6975,62,F,SP,3311.16,Livros,Não,"['https://www.greene-brown.com/', 'http://www.mcpherson-garcia.info/', 'http://www.vance-wu.com/', 'http://www.silva.com/', 'http://www.harris.com/', 'http://www.bautista-owens.com/', 'https://www.brown.net/', 'http://booker.com/', 'http://www.blair.com/', 'http://anderson-mercer.org/']",0.53,Medium
3078,35,M,RS,3633.63,Casa,Sim,"['http://hernandez-morris.info/', 'http://sanders-harper.com/', 'https://www.wagner-atkins.info/', 'https://lambert.com/', 'http://williams-mcdaniel.net/', 'https://zhang-erickson.com/', 'https://boyle.info/']",0.75,High
4411,29,M,MG,5428.0,Beleza,Não,"['https://price.info/', 'http://perez.biz/', 'https://burton.com/', 'http://watson.com/', 'https://williams.com/']",1.0,Medium
3156,53,F,MG,3338.98,Saúde,Sim,"['http://www.ryan-rodriguez.com/', 'https://www.smith-neal.com/', 'https://www.juarez.org/', 'http://www.mclaughlin.net/', 'https://www.king-walker.com/']",0.67,Medium
6401,40,M,SP,7208.59,Eletronicos,Sim,"['http://gonzalez.com/', 'https://www.sherman-chambers.info/', 'http://wong.com/', 'http://www.taylor.info/', 'https://www.wheeler.com/', 'https://www.bailey-frey.info/', 'http://www.morris-sandoval.com/', 'http://www.hampton-hudson.com/']",0.75,Medium
